boostclock,brand,chipmake,coreclock,gpu,memoryclock,memoryinterface,memorysize,memorytype,model,price,productname,rank,rating,url
,,,,,,,,,,229.99,MSI GeForce RTX 2060 DirectX 12 RTX 2060 GAMING Z 6G 6GB 192-Bit GDDR6 PCI Express 3.0 x16 HDCP Ready Video Card,361,Rating + 4,https://www.newegg.com/msi-geforce-rtx-2060-rtx-2060-gaming-z-6g/p/N82E16814137379
,,,,,,,,,,48.55,EVGA GeForce 6200 DirectX 9 512-A8-N403-LR 512MB 64-Bit GDDR2 AGP 8X Video Card,363,Rating + 3,https://www.newegg.com/evga-geforce-6200-512-a8-n403-lr/p/N82E16814130452
,,,,,,,,,,"2,352.79","MSI GeForce GTX 1650 D6 VENTUS XS OCV1 Graphics Card, PCI-E, VR & 4K HDR Ready Video Card",359,Rating + 4,https://www.newegg.com/p/1FT-0009-004U7
,,,,,,,,,,"2,352.79",Personalized Vertical Telescopic Graphics Card Holder Rack Gpu Support Video Card Hanging Frame Decoration Gpu Support,360,Rating + 4,https://www.newegg.com/p/0ZK-08C1-01WS2
,,,,,,,,,,698.97,EVGA 100-2W-0030-LR  4 Slot NVLINK SLI Bridge,358,Rating + 4,https://www.newegg.com/p/1DW-0030-00057
,,,,,,,,,,698.97,FOR Dell ATI Radeon X600 128MB DDR SDRAM PCI Express x16 Video Card CD453 H9142,357,Rating + 4,https://www.newegg.com/p/27N-003U-00040
,,,,,,,,,,119.97,EVGA GeForce 8400 GS 512MB DirectX 10 512-P3-1301-KR 32-Bit DDR3 PCI Express 2.0 x16 HDCP Ready Low Profile Ready Video Graphics Card,356,Rating + 4,https://www.newegg.com/evga-geforce-8400-gs-512-p3-1301-kr/p/1FT-001K-002F6
,,,,,,,,,,119.97,"Visiontek Radeon HD 7750 SFF 1GB DDR3 3M (2 x HDMI, Mini DP), 900574 Video Graphics Card",355,Rating + 4,https://www.newegg.com/visiontek-radeon-hd-7750-900574/p/27N-001B-00123
,,,,,,,,,,63.00,2 Pcs/Lot 85MM 4Pin Computer VGA Cooling Fan Cooler Graphics Card Fan for Sapphire R9-370X/270/280/280X/285 Video cards cooling,353,Rating + 5,https://www.newegg.com/p/0ZK-08UH-044C3
,,,,,,,,,,63.00,"EZDIY-FAB RGB GPU Holder 5V 3-Pin Colorful RGB Graphics Card GPU Support Video Card Holder Bracket, Video Card Sag Holder/Holster Bracket- 309-1",354,Rating + 5,https://www.newegg.com/p/1FT-0040-00085
,,,,,,,,,,79.99,GIGABYTE AORUS GeForce RTX 2080 TI DirectX 12 GV-N208TAORUS X-11GC Video Card,349,Rating + 4,https://www.newegg.com/gigabyte-geforce-rtx-2080-ti-gv-n208taorus-x-11gc/p/N82E16814932076
,,,,,,,,,,809.90,"GIGABYTE Radeon RX 590 Gaming 8G Graphics Card, 2 x WINDFORCE Fans, 8GB 256-Bit GDDR5, GV-RX590GAMING-8GD Video Card",352,Rating + 4,https://www.newegg.com/gigabyte-radeon-rx-590-gv-rx590gaming-8gd/p/N82E16814932141
,,,,,,,,,,79.99,"GIGABYTE GeForce RTX 2070 Super WINDFORCE OC 8G Graphics Card, 3 x WINDFORCE Fans, 8GB 256-Bit GDDR6, GV-N207SWF3OC-8GC Video Card",350,Rating + 4,https://www.newegg.com/gigabyte-geforce-rtx-2070-super-gv-n207swf3oc-8gc/p/N82E16814932179
,,,,,,,,,,919.99,ASUS Turbo GeForce RTX 2080 SUPER TURBO-RTX2080S-8G-EVO 8GB 256-Bit GDDR6 PCI Express 3.0 HDCP Ready SLI Support Video Card,346,Rating + 3,https://www.newegg.com/asus-geforce-rtx-2080-super-turbo-rtx2080s-8g-evo/p/N82E16814126356
,,,,,,,,,,809.90,MSI GeForce GTX 1660 Ti DirectX 12 GTX 1660 TI ARMOR 6G OC 6GB 192-Bit GDDR6 PCI Express 3.0 x16 HDCP Ready Video Card,351,Rating + 4,https://www.newegg.com/msi-geforce-gtx-1660-ti-gtx-1660-ti-armor-6g-oc/p/N82E16814137390
,,,,,,,,,,475.99,EVGA GeForce GT 1030 DirectX 12 02G-P4-6338-KR 2GB 64-Bit GDDR5 PCI Express 3.0 Video Card,344,Rating + 5,https://www.newegg.com/evga-geforce-gt-1030-02g-p4-6338-kr/p/1FT-001K-00408
,,,,,,,,,,53.00,Asus ROG Strix ROG-STRIX-RTX2060S-A8G-EVO-GAMING GeForce RTX 2060 SUPER Graphic Card - 8GB GDDR6,347,Rating + 4,https://www.newegg.com/asus-rog-rtx-2060-super-rog-strix-rtx2060s-a8g-gaming/p/N82E16814126355
,,,,,,,,,,919.99,ASUS TUF Gaming GeForce GTX 1660 SUPER Overclocked 6GB Edition HDMI DP DVI Gaming Graphics Card (TUF-GTX1660S-O6G-GAMING),345,Rating + 3,https://www.newegg.com/asus-geforce-gtx-1660-super-tuf-gtx1660s-o6g-gaming/p/N82E16814126359
,,,,,,,,,,53.00,XFX Radeon RX 570 DirectX 12 RX-570P8DFD6 8GB 256-Bit DDR5 PCI Express 3.0 CrossFireX Support Video Card,348,Rating + 4,https://www.newegg.com/xfx-radeon-rx-570-rx-570p8dfd6/p/N82E16814150815
,,,,,,,,,,475.99,"ADVANCED MICRO DEVICES, INC. 100-505959 RADEON INSTINCT MI25 ACCELERATOR GRAPHICS CARD",343,Rating + 5,https://www.newegg.com/p/1FT-003S-00009
,,,,,,,,,,708.90,MSI GeForce GTX 1660 Ti DirectX 12 GTX 1660 TI VENTUS XS 6G OC 6GB 192-Bit GDDR6 PCI Express 3.0 x16 HDCP Ready Video Card,342,Rating + 3,https://www.newegg.com/msi-geforce-gtx-1660-ti-gtx-1660-ti-ventus-xs-6g-oc/p/1FT-0009-002E6
,,,,,,,,,,229.99,ASUS ROG STRIX Radeon RX 6800 ROG-STRIX-RX6800-O16G-GAMING 16GB 256-Bit GDDR6 PCI Express 4.0 HDCP Ready Video Card,338,Rating + 4,https://www.newegg.com/asus-radeon-rx-6800-rog-strix-rx6800-o16g-gaming/p/N82E16814126477
,,,,,,,,,,708.90,MSI GeForce RTX 2070 SUPER DirectX 12 RTX 2070 Super GAMING X 8GB 256-Bit GDDR6 PCI Express 3.0 x16 HDCP Ready SLI Support Video Card,341,Rating + 3,https://www.newegg.com/p/1FT-0009-004C6
,,,,,,,,,,229.99,"ZOTAC GAMING GeForce RTX 3070 Twin Edge OC 8GB GDDR6 256-bit 14 Gbps PCIE 4.0 Gaming Graphics Card, IceStorm 2.0 Advanced Cooling, White LED Logo Lighting, ZT-A30700H-10P",337,Rating + 4,https://www.newegg.com/zotac-geforce-rtx-3070-zt-a30700h-10p/p/N82E16814500505
,,,,,,,,,,48.55,"Visiontek Radeon HD 5570 SFF 1GB DDR3 4M VHDCI DVI (4 x DVI-D), 900345",340,Rating + 3,https://www.newegg.com/visiontek-radeon-hd-5570-900345/p/N82E16814129172
,,,,,,,,,,48.55,GeForce GT 710 DirectX 12 GT 710 HHII2G 2GB 64-Bit DDR3 PCI Express 2.0 x16 Video Card HDMI+DVI+VGA,339,Rating + 3,https://www.newegg.com/p/1FT-009J-00027
,,,,,,,,,,"2,352.79",GIGABYTE GeForce RTX 2080 SUPER DirectX 12 GV-N208SWF3-8GD 8GB 256-Bit GDDR6 PCI Express 3.0 x16 SLI Support ATX Video Card,336,Rating + 4,https://www.newegg.com/gigabyte-geforce-rtx-2080-super-gv-n208swf3-8gd/p/N82E16814932323
,,,,,,,,,,"2,352.79","PNY GeForce GTX 980 4GB XLR8 OC EDITION, VCGGTX9804XPB-XP-OC",335,Rating + 4,https://www.newegg.com/pny-geforce-gtx-980-vcggtx9804xpb-xp-oc/p/N82E16814133580
,,,,,,,,,,698.97,"CORN GTX 750 128-Bit 4GB GDDR5 Graphic Card with dual fans DirectX12 Video Card GPU PCI Express 3.0 VGA/DVI-D/HDMI,Play for LOL,PUBG,OW,War Thunder etc.",334,Rating + 4,https://www.newegg.com/p/1FT-0040-00029
,,,,,,,,,,119.97,AMD Radeon HD 8570 1GB 128-Bit DDR3 Video Card PCI-e x16 DP/DVI  FOR DELL,332,Rating + 4,https://www.newegg.com/p/27N-003U-00036
,,,,,,,,,,698.97,"EKWB EK-FC GeForce GTX FE GPU Waterblock, Nickel",333,Rating + 4,https://www.newegg.com/p/37B-000B-001H7
,,,,,,,,,,119.97,ASUS Radeon X1600PRO DirectX 9 EAX1600PRO/TD/256M 256MB 128-Bit GDDR2 PCI Express x16 Video Card,331,Rating + 4,https://www.newegg.com/asus-radeon-x1600pro-eax1600pro-td-256m/p/N82E16814121549
,,,,,,,,,,63.00,VisionTek 901263 RADEON 6570 2GB DDR3 SFF,330,Rating + 5,https://www.newegg.com/p/1FT-001W-000P3
,,,,,,,,,,63.00,ZOTAC GTX1050Ti OC 4G,329,Rating + 5,https://www.newegg.com/p/1JW-0015-00013
,,,,,,,,,,809.90,MSI Radeon RX 580 DirectX 12 RX 580 ARMOR 8G OC 8GB 256-Bit GDDR5 PCI Express x16 HDCP Ready CrossFireX Support Video Card,327,Rating + 4,https://www.newegg.com/msi-radeon-rx-580-rx-580-armor-8g-oc/p/N82E16814137118
,,,,,,,,,,79.99,"GIGABYTE GeForce GTX 1660 SUPER MINI ITX OC 6G Graphics Card, 170mm Compact Size, 6GB 192-Bit GDDR6, GV-N166SIXOC-6GD Video Card",326,Rating + 4,https://www.newegg.com/gigabyte-geforce-gtx-1660-super-gv-n166sixoc-6gd/p/N82E16814932234
,,,,,,,,,,79.99,"ASUS Cerberus GeForce GTX 1050 Ti 4GB OC Edition GDDR5 Gaming Graphics Card, CERBERUS-GTX1050TI-O4G",325,Rating + 4,https://www.newegg.com/asus-geforce-gtx-1050-ti-cerberus-gtx1050ti-o4g/p/N82E16814126237
,,,,,,,,,,809.90,ASUS GeForce GTX 1660 Overclocked 6GB Phoenix Fan Edition HDMI DP DVI Graphics Card (PH-GTX1660-O6G),328,Rating + 4,https://www.newegg.com/asus-geforce-gtx-1660-ph-gtx1660-o6g/p/N82E16814126306
,,,,,,,,,,919.99,MSI GeForce GTX 1050 Ti DirectX 12 GTX 1050 Ti GAMING X 4G 4GB 128-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready ATX Video Card,322,Rating + 3,https://www.newegg.com/msi-geforce-gtx-1050-ti-gtx-1050-ti-gaming-x-4g/p/N82E16814137054
,,,,,,,,,,919.99,ASUS TUF Gaming Radeon RX 6800 TUF-RX6800-O16G-GAMING 16GB 256-Bit GDDR6 PCI Express 4.0 HDCP Ready Video Card,321,Rating + 3,https://www.newegg.com/asus-radeon-rx-6800-tuf-rx6800-o16g-gaming/p/N82E16814126478
,,,,,,,,,,53.00,BFG Technologies BFGEGTX260MC896OCBE NVIDIA GeForce GTX 260 OC MAXCORE 55 896MB GDDR3 PCI Express 2.0 Graphics Card,324,Rating + 4,https://www.newegg.com/p/36F-00FJ-00001
,,,,,,,,,,53.00,HP nVidia GeForce GTX1080Ti GTX 1080Ti 11GB GDDR5 PCIE x16 HDMI/3xDP 941127-001,323,Rating + 4,https://www.newegg.com/p/1FT-0014-00806
,,,,,,,,,,708.90,"CORN GTX 1060 192-Bit 3GB GDDR5 Graphic Card with dual fans DirectX12 Video Card GPU PCI Express 3.0 DP/DVI-D/HDMI,Play for LOL,PUBG,OW,War Thunder etc.",318,Rating + 3,https://www.newegg.com/p/1FT-0040-00019
,,,,,,,,,,475.99,GIGABYTE Radeon RX 550 DirectX 12 GV-RX550D5-2GD REV 2.0 2GB 128-Bit GDDR5 PCI Express 3.0 x8 ATX Video Card,320,Rating + 5,https://www.newegg.com/gigabyte-radeon-rx-550-gv-rx550d5-2gd-rev-2-0/p/N82E16814125968
,,,,,,,,,,229.99,ASUS Dual GeForce RTX 3060 Ti DUAL-RTX3060TI-8G 8GB Video Card,314,Rating + 4,https://www.newegg.com/asus-geforce-rtx-3060-ti-dual-rtx3060ti-8g/p/N82E16814126480
,,,,,,,,,,708.90,"EZDIY-FAB Vertical Graphics Card Holder Bracket with ARGB 5V 3Pin LED,GPU Mount,Video Card VGA Support Kit with Riser Cable",317,Rating + 3,https://www.newegg.com/p/1FT-0040-00084
,,,,,,,,,,229.99,ASUS ROG Strix GeForce RTX 2080 Ti DirectX 12 ROG-STRIX-RTX2080TI-11G-GAMING 11GB 352-Bit GDDR6 PCI Express 3.0 HDCP Ready SLI Support Video Card,313,Rating + 4,https://www.newegg.com/asus-geforce-rtx-2080-ti-rog-strix-rtx2080ti-11g-gaming/p/N82E16814126080
,,,,,,,,,,"2,352.79","GIGABYTE GeForce RTX 2080 WINDFORCE OC 8G Graphics Card, 3 x WINDFORCE Fans, 8GB 256-Bit GDDR6, GV-N2080WF3OC-8GC Video Card",312,Rating + 4,https://www.newegg.com/gigabyte-geforce-rtx-2080-gv-n2080wf3oc-8gc/p/N82E16814932067
,,,,,,,,,,48.55,AMD FirePro S7000 4GB GDDR5 100-505749 Server Graphics Card,315,Rating + 3,https://www.newegg.com/amd-100-505749/p/27N-0018-00064
,,,,,,,,,,48.55,graphics card GeForce GT 710 DirectX 12 GT 710 HHII2G 2GB 64-Bit DDR3 PCI Express 2.0 x16 Video Card HDMI+DVI+VGA,316,Rating + 3,https://www.newegg.com/p/1FT-009J-00031
,,,,,,,,,,475.99,PNY VCGGTX7803XPB G-SYNC Support GeForce GTX 780 3GB 384-Bit GDDR5 PCI Express 3.0 x16 SLI Support Video Card,319,Rating + 5,https://www.newegg.com/pny-geforce-gtx-780-vcggtx7803xpb/p/N82E16814133489
,,,,,,,,,,698.97,ZOTAC GeForce GT 730 DirectX 12 (feature level 11_0) ZT-71115-20L 4GB 64-Bit DDR3 PCI Express 2.0 Zone Edition Video Card,309,Rating + 4,https://www.newegg.com/zotac-geforce-gt-730-zt-71115-20l/p/N82E16814500368
,,,,,,,,,,"2,352.79","GIGABYTE AORUS Xtreme GeForce GTX 1080 Ti Waterforce 11GD, GV-N108TAORUSXW-11GD",311,Rating + 4,https://www.newegg.com/gigabyte-geforce-gtx-1080-ti-gv-n108taorusx-w-11gd/p/N82E16814125987
,,,,,,,,,,698.97,MAXSUN GeForce GT 710 DirectX 12 GT 710 HHII2G 2GB 64-Bit DDR3 PCI Express 2.0 x16 Video Card HDMI+DVI+VGA,310,Rating + 4,https://www.newegg.com/maxsun-geforce-gt-710-gt-710-hhpiii2g/p/1FT-009J-00018
,,,,,,,,,,119.97,"Visiontek Radeon HD 5450 1GB 900358 DDR3 (DVI-I, HDMI, VGA) Video Graphics Card",307,Rating + 4,https://www.newegg.com/visiontek-radeon-hd-5450-900358/p/27N-001B-00127
,,,,,,,,,,119.97,1GB FOR DELL  DIMENSION E521 E520 E510 9200 9150 9100 8400 5150 5100 4700 Video Card,308,Rating + 4,https://www.newegg.com/p/1FT-002U-000K0
,,,,,,,,,,63.00,New Barco® MXRT-5600 4GB Quad Head Graphic Card (K9306043),306,Rating + 5,https://www.newegg.com/p/27N-001V-00018
,,,,,,,,,,63.00,HP ATI Radeon x1300 256MB PCI-E x16 DVI / S-Video Graphics card,305,Rating + 5,https://www.newegg.com/p/1JW-000M-005F2
,,,,,,,,,,809.90,MSI GeForce GTX 1660 SUPER DirectX 12 GTX 1660 SUPER GAMING Z PLUS 6GB Overclocking Limited Edition 192-Bit GDDR6 PCI Express 3.0 x16 HDCP Ready Video Card,304,Rating + 4,https://www.newegg.com/msi-geforce-gtx-1660-super-gtx-1660-super-gaming-z-plus-6gb/p/1FT-0009-00530
,,,,,,,,,,79.99,GIGABYTE Radeon RX 5500 XT DirectX 12 GV-R55XTOC-8GD 8GB 128-Bit GDDR6 PCI Express 4.0 x16 ATX Video Card,302,Rating + 4,https://www.newegg.com/gigabyte-radeon-rx-5500-xt-gv-r55xtoc-8gd/p/N82E16814932237
,,,,,,,,,,79.99,"GIGABYTE GeForce GTX 1650 MINI ITX OC 4G Graphics Card, Mini ITX Form Factor, 4GB 128-Bit GDDR5, GV-N1650IXOC-4GD Video Card",301,Rating + 4,https://www.newegg.com/gigabyte-geforce-gtx-1650-gv-n1650ixoc-4gd/p/N82E16814932151
,,,,,,,,,,919.99,"ASRock Radeon RX 6800 XT Phantom Gaming D Gaming Graphics Card with 16GB GDDR6, AMD RDNA 2 (RX6800XT PGD 16GO)",297,Rating + 3,https://www.newegg.com/asrock-radeon-rx-6800-xt-rx6800xt-pgd-16go/p/N82E16814930049
,,,,,,,,,,919.99,MSI GeForce GTX 1650 SUPER DirectX 12 GTX 1650 Super Gaming X 4GB 128-Bit GDDR6 PCI Express 3.0 x16 HDCP Ready Video Card,298,Rating + 3,https://www.newegg.com/msi-geforce-gtx-1650-super-gtx-1650-super-gaming-x/p/N82E16814137484
,,,,,,,,,,809.90,"ASUS TUF-RTX2060-O6G-GAMING - OC Edition - graphics card - GF RTX 2060 - 6 GB GDDR6 - PCIe 3.0 x16 - DVI, 2 x HDMI, Disp",303,Rating + 4,https://www.newegg.com/p/1FT-000Y-004H5
,,,,,,,,,,475.99,MSI GeForce RTX 2080 Ti 11G DUKE Dark Dragon 1665MHz Cooler Computer Game Gaming Video Card,295,Rating + 5,https://www.newegg.com/p/1FT-0009-004K2
,,,,,,,,,,53.00,Dell Precision M4700 AMD FirePro M4000 1GB GDDR5 Laptop Video Card 3YF07 03YF07 CN-03YF07,299,Rating + 4,https://www.newegg.com/dell-amd-firepro-m4000/p/27N-001D-001M5
,,,,,,,,,,53.00,AMD FIREPRO W9100 16GB GDDR5 512-bit PCIE 3.0 X16 100-505977,300,Rating + 4,https://www.newegg.com/p/27N-0018-000S7
,,,,,,,,,,708.90,ROG-STRIX-RX5600XT-O6GGAMING,294,Rating + 3,https://www.newegg.com/p/27N-000M-001H3
,,,,,,,,,,229.99,MSI GeForce GTX 1660 SUPER DirectX 12 GTX 1660 SUPER VENTUS XS OC 6GB 192-Bit GDDR6 PCI Express 3.0 x16 HDCP Ready Video Card,290,Rating + 4,https://www.newegg.com/msi-geforce-gtx-1660-super-gtx-1660-super-ventus-xs-oc/p/N82E16814137475
,,,,,,,,,,229.99,"GIGABYTE GeForce GTX 1660 Ti OC 6G Graphics Card, 2 x WINDFORCE Fans, 6GB 192-Bit GDDR6, GV-N166TOC-6GD Video Card",289,Rating + 4,https://www.newegg.com/gigabyte-geforce-gtx-1660-ti-gv-n166toc-6gd/p/N82E16814932131
,,,,,,,,,,475.99,PNY XLR8 GeForce GTX 480 (Fermi) DirectX 11 VCGGTX480XPB 1536MB 384-Bit GDDR5 PCI Express 2.0 x16 HDCP Ready SLI Support Video Card,296,Rating + 5,https://www.newegg.com/pny-geforce-gtx-480-vcggtx480xpb/p/N82E16814133319
,,,,,,,,,,48.55,MSI G7102D3P Geforce GT 710 2GB FAN LOW PRO,292,Rating + 3,https://www.newegg.com/p/1FT-0009-00330
,,,,,,,,,,708.90,PNY VCG GTXTITANXXPB-CG GTX Titan X Video Card,293,Rating + 3,https://www.newegg.com/pny-geforce-gtx-titan-x-vcg-gtxtitanxxpb-cg/p/N82E16814133741
,,,,,,,,,,48.55,"PNY GeForce GT 710 - Graphics Card - 2GB DDR3 - PCIe 2.0 x16 Low Profile - DVI, D-Sub, HDMI",291,Rating + 3,https://www.newegg.com/pny-geforce-gt-710-gf710gtlh2gepb/p/1DW-000M-000H5
,,,,,,,,,,"2,352.79",MSI GeForce GTX 1660 SUPER DirectX 12 GTX 1660 SUPER GAMING X 6GB 192-Bit GDDR6 PCI Express 3.0 x16 HDCP Ready Video Card,288,Rating + 4,https://www.newegg.com/msi-geforce-gtx-1660-super-gtx-1660-super-gaming-x/p/1FT-0009-004E3
,,,,,,,,,,698.97,2GB GeForce GT 710 For OPTIPLEX 990 980 960 790 780 SFF DT DELL Half Height Low Profile Video Card,285,Rating + 4,https://www.newegg.com/p/2VV-0029-00010
,,,,,,,,,,698.97,EVGA 6 GeForce 6200 DirectX 9 512-P1-N402-LR 512MB 64-Bit DDR2 PCI 2.1 Video Card,286,Rating + 4,https://www.newegg.com/evga-geforce-6200-512-p1-n402-lr/p/N82E16814130477
,,,,,,,,,,119.97,2GB INSPIRON 5675 3847 3670 3668 3656 3650 2668 FOR DELL Minitower Video Card,284,Rating + 4,https://www.newegg.com/p/1FT-002U-000K4
,,,,,,,,,,809.90,Sapphire NITRO+ Radeon RX 5700 XT Graphic Card - 8 GB GDDR6 - 1.84 GHz Core - 256 bit Bus Width - DisplayPort - HDMI,280,Rating + 4,https://www.newegg.com/p/1FT-000B-000M1
,,,,,,,,,,809.90,ASUS Phoenix GeForce GTX 1660 SUPER DirectX 12 PH-GTX1660S-O6G 6GB 192-Bit GDDR6 PCI Express 3.0 HDCP Ready Video Card,281,Rating + 4,https://www.newegg.com/asus-geforce-gtx-1660-super-ph-gtx1660s-o6g/p/N82E16814126388
,,,,,,,,,,71.49,"Visiontek Radeon HD 7750 2GB GDDR5 6M (6 x Mini DP), 900614",279,Rating + 4,https://www.newegg.com/visiontek-radeon-hd-7750-900614/p/N82E16814129274
,,,,,,,,,,79.99,AMD Radeon HD8490 1GB DVI DP Video Card Dell DMHJ0 + Extra Low profile Bracket,278,Rating + 4,https://www.newegg.com/p/27N-001D-00028
,,,,,,,,,,79.99,Lenovo GeForce GT 730 Graphic Card - 2 GB GDDR5 - Low-profile,277,Rating + 4,https://www.newegg.com/p/1FT-0015-00036
,,,,,,,,,,119.97,HP INC. 5JW82AT SBUY AMD RADEON R7 430 2 DISPLAY PORT,283,Rating + 4,https://www.newegg.com/p/1FT-0014-003F3
,,,,,,,,,,919.99,ASUS TUF Gaming GeForce RTX 2060 OC Edition 6GB GDDR6 VR Ready HDMI 2.0b DP 1.4 Auto Extreme Graphics Card (TUF-RTX2060-O6G-GAMING),274,Rating + 3,https://www.newegg.com/asus-geforce-rtx-2060-tuf-rtx2060-o6g-gaming/p/N82E16814126311
,,,,,,,,,,"2,352.79",RADEON RX 580 8G GDDR5 256,287,Rating + 4,https://www.newegg.com/p/27N-0005-00177
,,,,,,,,,,63.00,EVGA 02G-P3-2717-KR eVGA 02G-P3-2717-KR GeForce GT 710 2G DDR3 64B PCIE DVI-D DVI-I miniHDMI,282,Rating + 5,https://www.newegg.com/p/0ZK-02U6-000D2
,,,,,,,,,,53.00,Zotac GeForce GT 710 Graphic Card - 954 MHz Core - 1 GB DDR3 SDRAM - Half-length,275,Rating + 4,https://www.newegg.com/zotac-zt-71304-20l/p/1FT-000M-001J2
,,,,,,,,,,53.00,MSI GT 710 2GD3H LP  NVIDIA GeForce GT 710 2GB DDR3 VGADVIHDMI Low Profile PCI-Express Video Card,276,Rating + 4,https://www.newegg.com/p/0ZK-004P-000Y1
,,,,,,,,,,919.99,"ZOTAC GAMING GeForce RTX 3060 Ti Twin Edge 8GB GDDR6 256-bit 14 Gbps PCIE 4.0 Gaming Graphics Card, IceStorm 2.0 Advanced Cooling, Active Fan Control, ZT-A30610E-10M",273,Rating + 3,https://www.newegg.com/zotac-geforce-rtx-3060-ti-zt-a30610e-10m/p/N82E16814500506
,,,,,,,,,,229.99,"SAPPHIRE Radeon RX 6900 XT DirectX 12 21308-01-20G 16GB 256-Bit GDDR6 PCI Express 4.0 x16 ATX Video Card, AMD RDNA 2",266,Rating + 4,https://www.newegg.com/sapphire-radeon-rx-6900-xt-21308-01-20g/p/N82E16814202393
,,,,,,,,,,229.99,"ASRock Radeon RX 6800 XT Taichi Gaming Graphics Card with 16GB GDDR6, AMD RDNA 2 (RX6800XT TCX 16GO)",265,Rating + 4,https://www.newegg.com/asrock-radeon-rx-6800-xt-rx6800xt-tcx-16go/p/N82E16814930050
,,,,,,,,,,475.99,GIGABYTE GeForce GT 1030 DirectX 12 GV-N1030OC-2GI 2GB 64-Bit GDDR5 PCI Express x16 ATX Video Card,271,Rating + 5,https://www.newegg.com/gigabyte-geforce-gt-1030-gv-n1030oc-2gi/p/1FT-000A-00100
,,,,,,,,,,475.99,Gigabyte GeForce GT 710 1GB Graphic Cards and Support PCI Express 2.0 X8 Bus Interface. Graphic Cards GV-N710D5-1GL REV2.0,272,Rating + 5,https://www.newegg.com/p/30U-00AW-00012
,,,,,,,,,,48.55,PNY GeForce GT 710 DirectX 12 VCGGT7102XPB 2GB 64-Bit DDR3 PCI Express 2.0 x8 Low Profile Video Card,268,Rating + 3,https://www.newegg.com/pny-geforce-gt-710-vcggt7102xpb/p/27N-000N-00081
,,,,,,,,,,708.90,GIGABYTE AORUS Radeon RX 580 DirectX 12 GV-RX580AORUS-8GD 8GB 256-Bit GDDR5 PCI Express 3.0 x16 CrossFireX Support ATX Video Card,270,Rating + 3,https://www.newegg.com/gigabyte-radeon-rx-580-gv-rx580aorus-8gd/p/N82E16814125961
,,,,,,,,,,48.55,MAXSUN GeForce GT 730 DirectX 12 730HHIII2G 2GB 128-Bit DDR3 PCI Express 2.0 x16 Standard ATX Video Card HDMI+DVI+VGA,267,Rating + 3,https://www.newegg.com/maxsun-geforce-gt-730-gt-730-tfiii2g/p/1FT-009J-00010
,,,,,,,,,,708.90,MSI Radeon RX 580 DirectX 12 RX 580 ARMOR 4G OC 4GB 256-Bit GDDR5 PCI Express x16 HDCP Ready CrossFireX Support Video Card,269,Rating + 3,https://www.newegg.com/msi-radeon-rx-580-rx-580-armor-4g-oc/p/N82E16814137120
,,,,,,,,,,"2,352.79","ASUS DUAL-RTX2070S-8G-EVO - Graphics card - GF RTX 2070 SUPER - 8 GB GDDR6 - PCIe 3.0 x16 - HDMI, 3 x DisplayPort",264,Rating + 4,https://www.newegg.com/p/1FT-000Y-00487
,,,,,,,,,,809.90,ASUS ROG STRIX GeForce RTX 2060 SUPER ROG-STRIX-RTX2060S-O8G-GAMING 8GB 256-Bit GDDR6 PCI Express 3.0 HDCP Ready Video Card,258,Rating + 4,https://www.newegg.com/asus-geforce-rtx-2060-super-rog-strix-rtx2060s-o8g-gaming/p/N82E16814126331
,,,,,,,,,,"2,352.79",Lenovo Quadro RTX 8000 Graphic Card 48 GB GDDR6 4X60X01143,263,Rating + 4,https://www.newegg.com/p/1FT-0015-00113
,,,,,,,,,,698.97,EVGA GeForce GT 620 DirectX 12 (feature level 11_0) 01G-P3-2621-KR 1GB 64-Bit DDR3 PCI Express 2.0 x16 HDCP Ready Video Card,262,Rating + 4,https://www.newegg.com/evga-geforce-gt-620-01g-p3-2621-kr/p/N82E16814130791
,,,,,,,,,,698.97,EVGA 01G-P3-1312-LR GeForce 210 PCIe 2.0 x16 1GB  VGA/DVI/HDMI Graphics Video Card,261,Rating + 4,https://www.newegg.com/p/1FT-000E-001A3
,,,,,,,,,,119.97,2GB FOR DELL XPS 8100 8300 8500 8700 8900 8910 8920 8930 435mt 420 410 HD Video Card,260,Rating + 4,https://www.newegg.com/p/1FT-002U-000J7
,,,,,,,,,,71.49,ZOTAC NVIDIA GeForce GT 730 4GB DDR3 VGA/DVI/HDMI Low Profile PCI-E Video Card,257,Rating + 4,https://www.newegg.com/zotac-zt-71115-20l/p/1FT-000M-001H5
,,,,,,,,,,119.97,1GB GEFORCE PCIe x16 Dual Screen Monitor Display View HD Video Graphics VGA Card,259,Rating + 4,https://www.newegg.com/p/1FT-002U-000C8
,,,,,,,,,,919.99,"EVGA GeForce GTX 1650 KO ULTRA GDDR6 GAMING, 04G-P4-1457-KR, 4GB GDDR6, Dual Fan, Metal Backplate",251,Rating + 3,https://www.newegg.com/evga-geforce-gtx-1650-04g-p4-1457-kr/p/N82E16814487514
,,,,,,,,,,71.49,MSI RTX 2080 Ti Gaming X Trio 11GB GDDR6 Graphics Card (V371-026R),256,Rating + 4,https://www.newegg.com/msi-geforce-rtx-2080-ti-rtx-2080-ti-gaming-x-trio/p/1FT-0009-001J6
